arm,tool,target,label_rule,query_acc,term_id,true_start,true_end,best_qstart,best_qend,best_target_acc,best_tstart,best_tend,best_t_feat_start,best_t_feat_end,best_rank_score,best_iou,best_inside,best_cover,n_overlapping_calls,n_overlapping_targets,any_inside_half,landed,n_landed_targets,land_qstart,land_qend,land_target_acc,land_tstart,land_tend,land_t_feat_start,land_t_feat_end,land_rank_score,land_iou,land_inside,land_cover,rank_by,chosen_arm,own_arm,n_choose_regions,tool_label,query_half,term_half,term_name,length,mean_plddt_region,disorder_fraction_region,has_model,protein_length,gene,kd_landed,placement_p,case_rank,n_drawn,random_query_p,passes,km_iou,km_arm,category,confident,n_hits
reseek,reseek,disprot,any_term,P17096,GO:0140677,0,107,0,107,P81558,0,171,0,171,0.446,1.0,1.0,1.0,559,275,true,true,250,0,107,P81558,0,171,0,171,0.446,1.0,1.0,1.0,score,,,,Reseek,report,choose,molecular function activator activity,107,65.0285046728972,1.0,true,107,HMGA1,false,1.0,2,24,0.08,false,0.9906542056074766,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,Q13625,GO:0005515,692,918,688,913,Q6MRH6,24,98,0,101,0.0095,0.9608695652173913,0.9822222222222222,0.9778761061946902,540,262,true,true,15,688,913,Q6MRH6,24,98,0,101,0.0095,0.9608695652173913,0.9822222222222222,0.9778761061946902,score,,,,Reseek,report,report,protein binding,226,41.467566371681414,1.0,true,1128,TP53BP2,false,0.10176991150442478,590,52,0.9811320754716981,false,0.3141592920353982,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,307
reseek,reseek,disprot,any_term,Q92886,GO:0003677,89,150,84,153,J8TM36,225,265,235,249,0.1828,0.8840579710144928,0.8840579710144928,1.0,770,369,true,true,10,84,153,J8TM36,225,265,235,249,0.1828,0.8840579710144928,0.8840579710144928,1.0,score,,,,Reseek,report,report,DNA binding,61,95.2016393442623,0.0,true,237,NEUROG1,false,0.11242603550295859,329,56,0.5614035087719298,false,0.49230769230769234,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,551
reseek,reseek,disprot,any_term,P46527,GO:0051179,0,198,0,198,P07516,0,202,0,202,0.7412,1.0,1.0,1.0,684,348,true,true,292,0,198,P07516,0,202,0,202,0.7412,1.0,1.0,1.0,score,,,,Reseek,report,report,localization,198,69.23424242424242,0.7171717171717171,true,198,CDKN1B,false,1.0,1,51,0.019230769230769232,false,0.3686868686868687,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,P04908,IDPO:0000039,0,27,0,21,O34800,0,38,0,56,0.4417,0.7777777777777778,1.0,0.7777777777777778,381,198,true,true,4,0,21,O34800,0,38,12,53,0.4417,0.7777777777777778,1.0,0.7777777777777778,score,,,,Reseek,report,report,acetylation display site,27,79.87444444444445,0.8148148148148148,true,130,H2AC4,false,0.1,14,25,0.3076923076923077,false,0.75,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,460
reseek,reseek,disprot,any_term,P27797,GO:0005049,17,417,17,414,P45481,1257,2227,2112,2152,0.0034,0.9925,1.0,0.9925,820,406,true,true,294,17,414,P45481,1257,2227,2058,2117,0.0034,0.9925,1.0,0.9925,score,,,,Reseek,report,choose,nuclear export signal receptor activity,400,90.649575,0.3325,true,417,CALR,false,1.0,599,108,1.0,false,0.4075,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,601
reseek,reseek,disprot,any_term,P04156,IDPO:0000032,22,124,22,126,Q06556,808,1061,847,969,0.0498,0.9807692307692307,0.9807692307692307,1.0,677,346,true,true,69,22,126,Q06556,808,1061,847,969,0.0498,0.9807692307692307,0.9807692307692307,1.0,score,,,,Reseek,report,report,flexible N-terminal tail,102,40.65196078431372,1.0,true,253,PRNP,false,0.26,567,54,0.8181818181818182,false,0.6851851851851852,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,507
reseek,reseek,disprot,any_term,Q13316,GO:0005509,16,217,12,225,Q02248,673,776,663,781,0.0069,0.9436619718309859,0.9436619718309859,1.0,508,248,true,true,57,12,225,Q02248,673,776,663,781,0.0069,0.9436619718309859,0.9436619718309859,1.0,score,,,,Reseek,report,choose,calcium ion binding,201,47.5302487562189,1.0,true,513,DMP1,false,0.15614617940199335,202,105,0.03773584905660377,false,0.8507462686567164,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,416
reseek,reseek,disprot,any_term,P38936,GO:0140678,8,84,12,81,B8ZXI1,291,323,291,326,0.2128,0.9078947368421053,1.0,0.9078947368421053,598,303,true,true,73,12,81,B8ZXI1,291,323,291,326,0.2128,0.9078947368421053,1.0,0.9078947368421053,score,,,,Reseek,report,choose,molecular function inhibitor activity,76,87.25513157894737,0.39473684210526316,true,164,CDKN1A,false,0.3020833333333333,397,33,1.0,false,0.7790697674418605,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,538
reseek,reseek,disprot,any_term,P20963,GO:0051259,48,164,47,164,P05318,10,95,0,106,0.394,0.9914529914529915,0.9914529914529915,1.0,614,312,true,true,76,47,164,P05318,10,95,0,106,0.394,0.9914529914529915,0.9914529914529915,1.0,score,,,,Reseek,report,choose,protein complex oligomerization,116,57.5178448275862,0.8017241379310345,true,164,CD247,false,0.4791666666666667,903,32,0.42424242424242425,false,0.5431034482758621,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,581
reseek,reseek,disprot,any_term,P55036,GO:0060090,304,377,302,377,Q9I322,11,81,0,81,0.4197,0.9733333333333334,0.9733333333333334,1.0,613,307,true,true,13,302,377,Q9I322,11,81,0,81,0.4197,0.9733333333333334,0.9733333333333334,1.0,score,,,,Reseek,report,choose,molecular adaptor activity,73,55.51465753424658,1.0,true,377,PSMD4,false,0.0462046204620462,72,86,0.12643678160919541,false,0.5205479452054794,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,453
reseek,reseek,disprot,any_term,P06454,GO:0042393,0,111,0,111,Q86FP8,0,80,19,80,0.504,1.0,1.0,1.0,588,304,true,true,272,0,111,Q86FP8,0,80,19,80,0.504,1.0,1.0,1.0,score,,,,Reseek,report,report,histone binding,111,58.376396396396395,1.0,true,111,PTMA,false,1.0,2,24,0.08,false,0.9459459459459459,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,P38398,GO:0005515,432,511,370,597,Q99P68,3,208,147,152,0.0003,0.34801762114537443,0.34801762114537443,1.0,200,85,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,protein binding,79,30.053670886075945,1.0,true,1863,BRCA1,false,,,,,false,0.7439024390243902,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,89
reseek,reseek,disprot,any_term,Q49AN0,GO:0005515,489,593,489,593,Q7YUB9,26,86,0,86,0.3943,1.0,1.0,1.0,466,242,true,true,67,489,593,Q7YUB9,26,86,0,86,0.3943,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,104,45.70701923076923,0.6923076923076923,true,593,CRY2,false,0.04285714285714286,170,101,0.18627450980392157,false,0.34615384615384615,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,384
reseek,reseek,disprot,any_term,P10451,GO:0005515,0,314,0,314,Q9I832,0,263,89,120,0.5254,1.0,1.0,1.0,720,350,true,true,225,0,314,Q9I832,0,263,89,120,0.5254,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,314,53.406305732484086,1.0,true,314,SPP1,false,1.0,1,56,0.017543859649122806,false,0.5987261146496815,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,P17096,GO:0003677,0,107,0,107,P81558,0,171,0,171,0.446,1.0,1.0,1.0,559,275,true,true,250,0,107,P81558,0,171,0,171,0.446,1.0,1.0,1.0,score,,,,Reseek,report,report,DNA binding,107,65.0285046728972,1.0,true,107,HMGA1,false,1.0,2,24,0.08,false,0.9906542056074766,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,P46527,GO:0005515,0,198,0,198,P07516,0,202,0,202,0.7412,1.0,1.0,1.0,684,348,true,true,292,0,198,P07516,0,202,0,202,0.7412,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,198,69.23424242424242,0.7171717171717171,true,198,CDKN1B,false,1.0,1,51,0.019230769230769232,false,0.3686868686868687,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,Q8TEQ6,GO:0003723,1296,1412,1294,1420,P0CU51,50,218,0,229,0.1307,0.9206349206349206,0.9206349206349206,1.0,587,283,true,true,32,1294,1420,P0CU51,50,218,0,229,0.1307,0.9206349206349206,0.9206349206349206,1.0,score,,,,Reseek,report,choose,RNA binding,116,49.02310344827586,0.7413793103448276,true,1508,GEMIN5,false,0.02964569775849602,567,35,0.75,false,0.3103448275862069,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,323
reseek,reseek,disprot,any_term,P28300,GO:0036094,21,168,22,165,P02313,3,85,15,41,0.2297,0.9727891156462585,1.0,0.9727891156462585,635,315,true,true,70,22,165,P02313,3,85,15,41,0.2297,0.9727891156462585,1.0,0.9727891156462585,score,,,,Reseek,report,choose,small molecule binding,147,43.519387755102045,1.0,true,417,LOX,false,0.19636363636363635,379,108,0.5504587155963303,false,0.3741496598639456,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,481
reseek,reseek,disprot,any_term,P52926,GO:0003676,0,109,0,109,P81558,0,171,0,171,0.3767,1.0,1.0,1.0,551,280,true,true,263,0,109,P81558,0,171,0,171,0.3767,1.0,1.0,1.0,score,,,,Reseek,report,report,nucleic acid binding,109,64.87660550458716,1.0,true,109,HMGA2,false,1.0,1,25,0.038461538461538464,false,0.6880733944954128,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,P46527,GO:0140678,21,97,26,98,P02640,685,783,722,763,0.1877,0.922077922077922,0.9861111111111112,0.9342105263157895,657,332,true,true,35,26,98,P02640,685,783,722,763,0.1877,0.922077922077922,0.9861111111111112,0.9342105263157895,score,,,,Reseek,report,choose,molecular function inhibitor activity,76,92.59855263157894,0.2631578947368421,true,198,CDKN1B,false,0.25984251968503935,422,51,0.9423076923076923,false,0.6931818181818182,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,570
reseek,reseek,disprot,any_term,Q8IW19,GO:0044183,449,511,450,511,Q9I322,3,81,0,81,0.0435,0.9838709677419355,1.0,0.9838709677419355,525,246,true,true,42,450,511,Q9I322,3,81,0,81,0.0435,0.9838709677419355,1.0,0.9838709677419355,score,,,,Reseek,report,report,protein folding chaperone,62,65.8941935483871,0.9193548387096774,true,511,APLF,false,0.031042128603104215,431,106,0.8411214953271028,false,0.5806451612903226,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,318
reseek,reseek,disprot,any_term,P06454,GO:0005515,0,111,0,111,Q86FP8,0,80,19,80,0.504,1.0,1.0,1.0,588,304,true,true,272,0,111,Q86FP8,0,80,19,80,0.504,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,111,58.376396396396395,1.0,true,111,PTMA,false,1.0,2,24,0.08,false,0.9459459459459459,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,P45985,GO:0005515,11,86,3,85,Q05344,500,654,518,554,0.3395,0.891566265060241,0.9024390243902439,0.9866666666666667,629,321,true,true,70,3,85,Q05344,500,654,518,554,0.3395,0.891566265060241,0.9024390243902439,0.9866666666666667,score,,,,Reseek,report,report,protein binding,75,35.12146666666667,0.6933333333333334,true,399,MAP2K4,false,0.0660377358490566,295,98,0.5151515151515151,false,0.8933333333333333,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,487
reseek,reseek,disprot,any_term,P60484,GO:0098772,352,403,352,403,Q9I322,9,81,0,81,0.36,1.0,1.0,1.0,404,222,true,true,44,352,403,Q9I322,9,81,0,81,0.36,1.0,1.0,1.0,score,,,,Reseek,report,report,molecular function regulator,51,35.779607843137256,1.0,true,403,PTEN,false,0.031161473087818695,182,104,0.3904761904761905,false,0.8823529411764706,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,415
reseek,reseek,disprot,any_term,P62328,GO:0005515,0,44,0,44,P62326,0,44,30,40,0.9508,1.0,1.0,1.0,286,166,true,true,162,0,44,P62326,0,44,30,40,0.9508,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,44,80.78545454545454,1.0,true,44,TMSB4X,false,1.0,1,0,1.0,false,1.0,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,601
reseek,reseek,disprot,any_term,Q09161,GO:0060090,0,26,0,27,P9WJA9,0,33,18,33,0.2014,0.9629629629629629,0.9629629629629629,1.0,218,129,true,true,4,0,27,P9WJA9,0,33,18,33,0.2014,0.9629629629629629,0.9629629629629629,1.0,score,,,,Reseek,report,choose,molecular adaptor activity,26,48.63192307692308,1.0,true,790,NCBP1,false,0.006544502617801047,106,99,0.07,false,0.8620689655172413,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,210
reseek,reseek,disprot,any_term,Q9Y6G9,GO:0060090,387,523,387,519,P51400,14,225,147,230,0.3313,0.9705882352941176,1.0,0.9705882352941176,710,331,true,true,56,387,519,P51400,14,225,147,230,0.3313,0.9705882352941176,1.0,0.9705882352941176,score,,,,Reseek,report,choose,molecular adaptor activity,136,44.02867647058823,1.0,true,523,DYNC1LI1,false,0.07908163265306123,46,107,0.18518518518518517,false,0.4264705882352941,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,411
reseek,reseek,disprot,any_term,P17096,GO:0003677,49,91,45,92,Q9XWG3,19,133,97,111,0.2322,0.8936170212765957,0.8936170212765957,1.0,535,260,true,true,9,45,92,Q9XWG3,19,133,97,111,0.2322,0.8936170212765957,0.8936170212765957,1.0,score,,,,Reseek,report,report,DNA binding,42,68.88285714285715,1.0,true,107,HMGA1,false,0.22950819672131148,118,24,0.44,false,0.5714285714285714,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,521
reseek,reseek,disprot,any_term,P04637,GO:0140677,366,386,328,386,A0A178W0D3,157,241,220,259,0.1456,0.3448275862068966,0.3448275862068966,1.0,497,250,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,choose,molecular function activator activity,20,42.475,1.0,true,393,TP53,false,,,,,false,0.8695652173913043,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,314
reseek,reseek,disprot,any_term,P06454,GO:0005509,14,110,14,110,Q01231,231,357,250,355,0.2189,1.0,1.0,1.0,588,304,true,true,237,14,110,Q01231,231,357,250,355,0.2189,1.0,1.0,1.0,score,,,,Reseek,report,choose,calcium ion binding,96,58.15270833333333,1.0,true,111,PTMA,false,1.0,295,24,0.28,false,0.9142857142857143,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,593
reseek,reseek,disprot,any_term,Q9BTL3,GO:0140677,1,45,0,47,Q08655,30,95,0,115,0.1903,0.9361702127659575,0.9361702127659575,1.0,508,263,true,true,41,0,47,Q08655,30,95,0,115,0.1903,0.9361702127659575,0.9361702127659575,1.0,score,,,,Reseek,report,choose,molecular function activator activity,44,89.2425,0.9090909090909091,true,118,RAMAC,false,0.1111111111111111,450,24,0.84,false,0.7555555555555555,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,528
reseek,reseek,disprot,any_term,Q9BTL3,GO:0005515,1,45,0,47,Q08655,30,95,0,115,0.1903,0.9361702127659575,0.9361702127659575,1.0,508,263,true,true,41,0,47,Q08655,30,95,60,115,0.1903,0.9361702127659575,0.9361702127659575,1.0,score,,,,Reseek,report,report,protein binding,44,89.2425,0.9090909090909091,true,118,RAMAC,false,0.1111111111111111,450,24,0.84,false,0.7555555555555555,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,528
reseek,reseek,disprot,any_term,P09429,GO:0005515,187,214,192,215,P17870,382,418,382,393,0.196,0.7857142857142857,0.9565217391304348,0.8148148148148148,478,228,true,true,7,192,215,P17870,382,418,382,393,0.196,0.7857142857142857,0.9565217391304348,0.8148148148148148,score,,,,Reseek,report,report,protein binding,27,41.894814814814815,1.0,true,215,HMGB1,false,0.05181347150259067,418,52,0.5471698113207547,false,0.9642857142857143,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,422
reseek,reseek,disprot,any_term,P38936,GO:0001933,0,164,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,633,325,true,true,285,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,score,,,,Reseek,report,choose,negative regulation of protein phosphorylation,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,1,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,P28300,GO:0060090,21,168,22,165,P02313,3,85,15,41,0.2297,0.9727891156462585,1.0,0.9727891156462585,635,315,true,true,70,22,165,P02313,3,85,15,41,0.2297,0.9727891156462585,1.0,0.9727891156462585,score,,,,Reseek,report,choose,molecular adaptor activity,147,43.519387755102045,1.0,true,417,LOX,false,0.19636363636363635,379,108,0.5504587155963303,false,0.3741496598639456,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,481
reseek,reseek,disprot,any_term,Q9UBB5,GO:0005515,237,356,233,367,Q9JZ10,23,134,54,59,0.0954,0.8880597014925373,0.8880597014925373,1.0,699,340,true,true,7,233,367,Q9JZ10,23,134,54,59,0.0954,0.8880597014925373,0.8880597014925373,1.0,score,,,,Reseek,report,report,protein binding,119,77.72722689075631,0.8823529411764706,true,411,MBD2,false,0.1366906474820144,512,108,0.9541284403669725,false,0.3387096774193548,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,440
reseek,reseek,disprot,any_term,Q13569,GO:0003676,50,111,61,119,P00127,31,94,0,72,0.309,0.7246376811594203,0.8620689655172413,0.819672131147541,642,326,true,true,2,61,119,P00127,31,94,0,72,0.309,0.7246376811594203,0.8620689655172413,0.819672131147541,score,,,,Reseek,report,report,nucleic acid binding,61,46.49672131147541,0.8852459016393442,true,410,TDG,false,0.07365439093484419,1069,108,0.30275229357798167,false,0.7377049180327869,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,439
reseek,reseek,disprot,any_term,P10451,IDPO:0000045,16,314,17,314,O23764,7,421,0,422,0.2685,0.9966442953020134,1.0,0.9966442953020134,716,348,true,true,227,17,314,O23764,7,421,0,422,0.2685,0.9966442953020134,1.0,0.9966442953020134,score,,,,Reseek,report,report,phosphorylation display site,298,51.901275167785236,1.0,true,314,SPP1,false,1.0,39,56,0.08771929824561403,false,0.6308724832214765,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,587
reseek,reseek,disprot,any_term,Q8N3V7,GO:0005515,544,613,507,643,P53780,3,92,56,84,0.0123,0.5073529411764706,0.5073529411764706,1.0,497,228,true,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,protein binding,69,45.245652173913044,1.0,true,929,SYNPO,false,,,,,false,0.6811594202898551,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,274
reseek,reseek,disprot,any_term,P32004,GO:0005515,1143,1257,1145,1257,P12464,90,173,95,104,0.0435,0.9824561403508771,1.0,0.9824561403508771,547,264,true,true,66,1145,1257,P12464,90,173,95,104,0.0435,0.9824561403508771,1.0,0.9824561403508771,score,,,,Reseek,report,report,protein binding,114,33.07464912280702,1.0,true,1257,L1CAM,false,0.02181500872600349,218,45,0.30434782608695654,false,0.6052631578947368,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,392
reseek,reseek,disprot,any_term,P21815,GO:0036094,0,317,0,317,Q91V27,0,589,146,403,0.3016,1.0,1.0,1.0,738,358,true,true,242,0,317,Q91V27,0,589,146,403,0.3016,1.0,1.0,1.0,score,,,,Reseek,report,choose,small molecule binding,317,49.88529968454259,0.9968454258675079,true,317,IBSP,false,1.0,18,58,0.05084745762711865,false,0.6088328075709779,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,O14958,IDPO:0000045,370,399,367,399,Q86FP8,47,80,19,80,0.3632,0.90625,0.90625,1.0,301,168,true,true,10,367,399,Q86FP8,47,80,19,80,0.3632,0.90625,0.90625,1.0,score,,,,Reseek,report,report,phosphorylation display site,29,53.923793103448276,1.0,true,399,CASQ2,false,0.010869565217391304,98,98,0.31313131313131315,false,1.0,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,357
reseek,reseek,disprot,any_term,P35568,IDPO:0000033,116,159,131,154,P63045,3,26,0,35,0.0004,0.5348837209302325,1.0,0.5348837209302325,402,211,true,true,1,131,154,P63045,3,26,0,35,0.0004,0.5348837209302325,1.0,0.5348837209302325,score,,,,Reseek,report,report,flexible linker,43,41.68953488372093,0.8604651162790697,true,1242,IRS1,false,0.023770491803278688,419,42,0.4883720930232558,false,0.68,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,278
reseek,reseek,disprot,any_term,P17096,GO:0003713,0,107,0,107,P81558,0,171,0,171,0.446,1.0,1.0,1.0,559,275,true,true,250,0,107,P81558,0,171,0,171,0.446,1.0,1.0,1.0,score,,,,Reseek,report,choose,transcription coactivator activity,107,65.0285046728972,1.0,true,107,HMGA1,false,1.0,2,24,0.08,false,0.9906542056074766,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,Q8TEA8,GO:0003677,151,209,152,209,P02315,4,70,9,35,0.4115,0.9827586206896551,1.0,0.9827586206896551,542,290,true,true,30,152,209,P02315,4,70,9,35,0.4115,0.9827586206896551,1.0,0.9827586206896551,score,,,,Reseek,report,report,DNA binding,58,55.74206896551724,1.0,true,209,DTD1,false,0.08496732026143791,108,51,0.38461538461538464,false,0.890625,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,521
reseek,reseek,disprot,any_term,P38936,GO:0070557,0,164,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,633,325,true,true,285,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,score,,,,Reseek,report,report,PCNA-p21 complex,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,1,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,Q14722,GO:0005515,0,62,0,59,Q7YUB9,0,70,0,86,0.3869,0.9516129032258065,1.0,0.9516129032258065,584,313,true,true,47,0,59,Q7YUB9,0,70,0,86,0.3869,0.9516129032258065,1.0,0.9516129032258065,score,,,,Reseek,report,report,protein binding,62,41.20548387096775,0.8387096774193549,true,419,KCNAB1,false,0.04155124653739612,163,108,0.22018348623853212,false,0.6451612903225806,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,513
reseek,reseek,disprot,any_term,P38936,GO:0008285,0,164,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,633,325,true,true,285,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,score,,,,Reseek,report,choose,negative regulation of cell population proliferation,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,1,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,Q9UBB5,GO:0060090,237,356,233,367,Q9JZ10,23,134,54,59,0.0954,0.8880597014925373,0.8880597014925373,1.0,699,340,true,true,7,233,367,Q9JZ10,23,134,43,48,0.0954,0.8880597014925373,0.8880597014925373,1.0,score,,,,Reseek,report,choose,molecular adaptor activity,119,77.72722689075631,0.8823529411764706,true,411,MBD2,false,0.1366906474820144,512,108,0.9541284403669725,false,0.3387096774193548,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,440
reseek,reseek,disprot,any_term,P06748,GO:0042803,119,188,120,184,Q9XES8,13,86,0,89,0.153,0.927536231884058,1.0,0.927536231884058,604,309,true,true,7,120,184,Q9XES8,13,86,0,89,0.153,0.927536231884058,1.0,0.927536231884058,score,,,,Reseek,report,choose,protein homodimerization activity,69,51.66550724637681,1.0,true,294,NPM1,false,0.12987012987012986,354,52,0.6792452830188679,false,0.9714285714285714,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,425
reseek,reseek,disprot,any_term,P20810,IDPO:0000048,136,277,138,306,Q64364,16,166,0,37,0.028,0.8176470588235294,0.8273809523809523,0.9858156028368794,576,279,true,true,7,138,306,Q64364,16,166,0,37,0.028,0.8176470588235294,0.8273809523809523,0.9858156028368794,score,,,,Reseek,report,report,limited proteolysis display site,141,65.05645390070922,1.0,true,708,CAST,false,0.07393715341959335,394,99,0.53,false,0.3475177304964539,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,349
reseek,reseek,yeast,same_term,P08621,GO:0005515,183,437,138,437,P47110,14,350,336,345,0.4593,0.8494983277591973,0.8494983277591973,1.0,13,12,true,true,5,138,437,P47110,14,350,336,345,0.4593,0.8494983277591973,0.8494983277591973,1.0,score,,,,Reseek,report,report,protein binding,254,57.51622047244095,1.0,true,437,SNRNP70,false,0.1079136690647482,83,117,0.01694915254237288,false,0.7559055118110236,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,5311
reseek,reseek,yeast,same_term,O15234,GO:0005515,136,283,7,322,P47047,0,388,0,20,0.1198,0.4666666666666667,0.4666666666666667,1.0,21,13,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,protein binding,147,70.22795918367348,1.0,true,703,CASC3,false,,,,,false,0.30612244897959184,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,4724
